LIBID,stop_short_name,stop_full_name,stop_type,address_number,address_street_dir_prefix,address_street,address_street_suffix,address_street_dir_suffix,address_street_unit,address_city,address_state,address_zip,address_country,county,latitude,longitude,pluscode,current_delivery_sys,current_delivery_sys_code,service_time_mins,m_do,m_pu,t_do,t_pu,w_do,w_pu,r_do,r_pu,f_do,f_pu,s_do,s_pu,avg_pickup,avg_dropoff,volume_data_missing,redundant_address,address_verified_01,address_verified_02,geoloc_verified_01,ideal_regional_hub,starter_regional_hub,geo_coords,ideal_proposal_region,starter_proposal_region
WI0036,Boscobel PL,Hildebrand Memorial Library,public_library,1033,,Wisconsin,Ave,,,Boscobel,WI,53805,US,Grant,43.134052,-90.7055194,,Southwest Wisconsin Library System,SWLS,7,2,2,,,2,2,,,2,3,,,3,2,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.134052, -90.7055194)",ideal_region_06,starter_region_07
WI0053,Cassville PL,Eckstein Memorial Library,public_library,1034,E,Dewey,St,,,Cassville,WI,53806,US,Grant,42.7083458,-90.976449,,Southwest Wisconsin Library System,SWLS,7,1,1,,,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(42.7083458, -90.976449)",ideal_region_06,starter_region_07
WI0063,Cobb PL,Cobb Public Library,public_library,109,S,Mifflin,St,,,Cobb,WI,53526,US,Iowa,42.9667732,-90.3300613,,Southwest Wisconsin Library System,SWLS,7,1,1,,,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(42.9667732, -90.3300613)",ideal_region_06,starter_region_07
WI0070,Cuba City PL,Cuba City Public Library,public_library,108,N,Main,St,,,Cuba City,WI,53807,US,Grant,42.6068496,-90.4304521,,Southwest Wisconsin Library System,SWLS,7,2,2,,,2,2,,,2,2,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(42.6068496, -90.4304521)",ideal_region_06,starter_region_07
WI0075,Darlington PL,Johnson Public Library,public_library,131,E,Catherine,St,,,Darlington,WI,53530,US,Lafayette,42.6816922,-90.11685589999999,,Southwest Wisconsin Library System,SWLS,7,1,2,,,2,2,,,2,3,,,3,2,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(42.6816922, -90.11685589999999)",ideal_region_06,starter_region_07
WI0423,Dickeyville PL,Brickl Memorial Library,public_library,500,,East,Ave,,,Dickeyville,WI,53808,US,Grant,42.6289462,-90.58878519999999,,Southwest Wisconsin Library System,SWLS,7,1,1,,,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(42.6289462, -90.58878519999999)",ideal_region_06,starter_region_07
WI0380,Dodgeville PL,Dodgeville Public Library,public_library,139,S,Iowa,St,,,Dodgeville,WI,53533,US,Iowa,42.9593357,-90.1298293,,Southwest Wisconsin Library System,SWLS,7,3,3,,,3,3,,,3,2,,,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(42.9593357, -90.1298293)",ideal_region_06,starter_region_07
WI0102,Fennimore PL,Dwight T. Parker Public Library,public_library,925,,Lincoln,Ave,,,Fennimore,WI,53809,US,Grant,42.9834121,-90.6551842,,Southwest Wisconsin Library System,SWLS,7,1,1,,,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(42.9834121, -90.6551842)",ideal_region_06,starter_region_07
WI0111,Gays Mills PL,Gays Mills Public Library,public_library,16381,,WI 131,,,Ste 2,Gays Mills,WI,54631,US,Crawford,43.3296426,-90.8391485,,Southwest Wisconsin Library System,SWLS,7,1,1,,,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.3296426, -90.8391485)",ideal_region_04,starter_region_07
WI0297-003,Gratiot PL,Gratiot Annex Library Branch,public_library,5895,,Main,St,,,Gratiot,WI,53541,US,Lafayette,42.5801935,-90.0238129,,Southwest Wisconsin Library System,SWLS,7,1,1,,,1,1,,,,,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(42.5801935, -90.0238129)",ideal_region_06,starter_region_07
WI0133,Hazel Green PL,Hazel Green Public Library,public_library,1610,,Fairplay,,,,Hazel Green,WI,53811,US,Grant,42.5330114,-90.4356092,,Southwest Wisconsin Library System,SWLS,7,1,1,,,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(42.5330114, -90.4356092)",ideal_region_06,starter_region_07
WI0165,Lancaster PL,Schreiner Memorial Library,public_library,113,W,Elm,St,,,Lancaster,WI,53813,US,Grant,42.8504008,-90.709859,,Southwest Wisconsin Library System,SWLS,7,4,3,,,4,3,,,5,5,,,4,5,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(42.8504008, -90.709859)",ideal_region_06,starter_region_07
WI0170,Livingston PL,Allen-Dietzman Public Library,public_library,220,W,Barber,Ave,,,Livingston,WI,53554,US,Grant,42.9008664,-90.4306178,,Southwest Wisconsin Library System,SWLS,7,1,1,,,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(42.9008664, -90.4306178)",ideal_region_06,starter_region_07
WI0173,Lone Rock PL,Lone Rock Community Library,public_library,234,N,Broadway,,,,Lone Rock,WI,53556,US,Richland,43.1854798,-90.19787459999999,,Southwest Wisconsin Library System,SWLS,7,1,1,,,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.1854798, -90.19787459999999)",ideal_region_04,starter_region_07
WI0200,Mineral Point PL,Mineral Point Public Library,public_library,137,,High,St,,Ste 2,Mineral Point,WI,53565,US,Iowa,42.860006,-90.1789474,,Southwest Wisconsin Library System,SWLS,7,2,2,,,2,1,,,1,1,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(42.860006, -90.1789474)",ideal_region_06,starter_region_07
WI0206,Montfort PL,Montfort Public Library,public_library,102,E,Park,St,,,Montfort,WI,53569,US,Grant,42.9718901,-90.43344139999999,,Southwest Wisconsin Library System,SWLS,7,1,1,,,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(42.9718901, -90.43344139999999)",ideal_region_06,starter_region_07
WI0211,Muscoda PL,Muscoda Public Library,public_library,400,N,Wisconsin,Ave,,,Muscoda,WI,53573,US,Grant,43.1895114,-90.4428609,,Southwest Wisconsin Library System,SWLS,7,1,1,,,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.1895114, -90.4428609)",ideal_region_06,starter_region_07
WI0255,Platteville PL,Platteville Public Library,public_library,225,W,Main,St,,,Platteville,WI,53818,US,Grant,42.7344678,-90.4805974,,Southwest Wisconsin Library System,SWLS,7,5,5,,,5,5,,,5,4,,,5,5,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(42.7344678, -90.4805974)",ideal_region_06,starter_region_07
WI0165-003,Potosi PL,Potosi Branch,public_library,103,N,Main,St,,,Potosi,WI,53820,US,Grant,42.6900912,-90.7118991,,Southwest Wisconsin Library System,SWLS,7,2,2,,,2,2,,,2,2,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(42.6900912, -90.7118991)",ideal_region_06,starter_region_07
WI0262,Prairie du Chien PL,Prairie du Chien Memorial Library,public_library,125,S,Wacouta,Ave,,,Prairie du Chien,WI,53821,US,Crawford,43.0506938,-91.1455354,,Southwest Wisconsin Library System,SWLS,7,2,2,,,2,2,,,2,2,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.0506938, -91.1455354)",ideal_region_04,starter_region_07
WI0276,Richland Center PL,Brewer Public Library,public_library,325,N,Central,Ave,,,Richland Center,WI,53581,US,Richland,43.3376469,-90.38491499999999,,Southwest Wisconsin Library System,SWLS,7,3,3,,,3,3,,,4,3,,,3,4,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.3376469, -90.38491499999999)",ideal_region_04,starter_region_07
WI0297,Shullsburg PL,McCoy Public Library,public_library,190,N,Judgement,St,,,Shullsburg,WI,53586,US,Lafayette,42.5722491,-90.2306935,,Southwest Wisconsin Library System,SWLS,7,2,1,,,1,1,,,1,1,,,1,2,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(42.5722491, -90.2306935)",ideal_region_06,starter_region_07
WI0299,Soldiers Grove PL,Soldiers Grove Public Library,public_library,102,,Passive Sun,Dr,,,Soldiers Grove,WI,54655,US,Crawford,43.3885425,-90.7661754,,Southwest Wisconsin Library System,SWLS,7,1,0,,,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.3885425, -90.7661754)",ideal_region_04,starter_region_07
WITC230,Southwest WI TC,Southwest Wisconsin Technical College,wi_tech_college,1800,,Bronson,Blvd,,,Fennimore,WI,53809,US,Grant,42.9761517,-90.6367349,,Southwest Wisconsin Library System,SWLS,7,1,1,,,,,,,,,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,,"(42.9761517, -90.6367349)",ideal_region_06,starter_region_07
WI2300,Southwest Wisconsin LS,Southwest Wisconsin Library System,library_system,1300,,Industrial,Dr,,Ste 2,Fennimore,WI,53809,US,Grant,42.97933159999999,-90.63785209999999,,Southwest Wisconsin Library System,SWLS,7,3,6,2,2,,,4,4,2,1,,,4,3,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(42.97933159999999, -90.63785209999999)",ideal_region_06,starter_region_07
WI0329,Viola PL,Viola Public Library,public_library,137,S,Main,St,,,Viola,WI,54664,US,Richland,43.5049779,-90.6674355,,Southwest Wisconsin Library System,SWLS,7,1,1,,,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.5049779, -90.6674355)",ideal_region_04,starter_region_07
ACAD0010,Alverno College,Alverno College,private_academic,3401,S,39th,St,,,Milwaukee,WI,53234,US,Milwaukee,42.9830288,-87.9639863,,SWITCH Delivery,SWITCH,7,1,1,1,1,1,1,1,1,1,1,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,,"(42.9830288, -87.9639863)",ideal_region_07,starter_region_08
ACAD0030,Cardinal Stritch University,Cardinal Stritch University,private_academic,6801,N,Yates,Rd,,,Milwaukee,WI,53217,US,Milwaukee,43.13993749999999,-87.9090625,"43QR+X9 Milwaukee, Wisconsin",SWITCH Delivery,SWITCH,7,1,1,1,1,1,1,1,1,1,1,,,1,1,TRUE,FALSE,FALSE,TRUE,TRUE,,,"(43.13993749999999, -87.9090625)",ideal_region_07,starter_region_08
ACAD0060,Concordia University,Concordia University,private_academic,12800,N,Lake Shore,Dr,,,Mequon,WI,53097,US,Ozaukee,43.2533565,-87.91547010000001,,SWITCH Delivery,SWITCH,7,1,1,1,1,1,1,1,1,1,1,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,,"(43.2533565, -87.91547010000001)",ideal_region_05,starter_region_06
ACAD0130,MIAD,Milwaukee Institute of Art & Design,private_academic,273,E,Erie,St,,,Milwaukee,WI,53202,US,Milwaukee,43.0309118,-87.907923,,SWITCH Delivery,SWITCH,7,1,1,1,1,1,1,1,1,1,1,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,,"(43.0309118, -87.907923)",ideal_region_07,starter_region_08
ACAD0140,Mount Mary University,Mount Mary University,private_academic,2900,N,Menomonee River,Pkwy,,,Milwaukee,WI,53222,US,Milwaukee,43.0718125,-88.0318125,"3XC9+P7 Milwaukee, Wisconsin",SWITCH Delivery,SWITCH,7,1,1,1,1,1,1,1,1,1,1,,,1,1,TRUE,FALSE,FALSE,TRUE,TRUE,,,"(43.0718125, -88.0318125)",ideal_region_07,starter_region_08
ACAD0170,Sacred Heart,Sacred Heart School of Theology,private_academic,7335,S,Lovers Lane,Rd,,,Franklin,WI,53132,US,Milwaukee,42.91039689999999,-88.0439043,,SWITCH Delivery,SWITCH,7,1,1,1,1,1,1,1,1,1,1,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,,"(42.91039689999999, -88.0439043)",ideal_region_07,starter_region_08
ACAD0180,St. Francis Seminary,St. Francis Seminary,private_academic,3257,S,Lake,Dr,,,St. Francis,WI,53235,US,Milwaukee,42.9815814,-87.87045350000001,,SWITCH Delivery,SWITCH,7,1,1,1,1,1,1,1,1,1,1,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,,"(42.9815814, -87.87045350000001)",ideal_region_07,starter_region_08
ACAD0200,SWITCH Office,SWITCH office at Alverno College,private_academic,3401,S,39th,St,,,Milwaukee,WI,53234,US,Milwaukee,42.9830288,-87.9639863,,SWITCH Delivery,SWITCH,7,1,1,1,1,1,1,1,1,1,1,,,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,,,"(42.9830288, -87.9639863)",ideal_region_07,starter_region_08
ACAD0220,Wisconsin Lutheran College,Wisconsin Lutheran College,private_academic,630,N,89th,St,,,Milwaukee,WI,53226,US,Milwaukee,43.0377355,-88.02349520000001,,SWITCH Delivery,SWITCH,7,1,1,1,1,1,1,1,1,1,1,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,,"(43.0377355, -88.02349520000001)",ideal_region_07,starter_region_08
WI0005,Alma PL,Alma Public Library,public_library,312,N,Main,St,,,Alma,WI,54610,US,Buffalo,44.3248416,-91.91771589999999,,Winding Rivers Library System,WRLS,7,2,1,1,2,1,1,,,1,2,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(44.3248416, -91.91771589999999)",ideal_region_04,starter_region_05
SCH011,Arcadia HS,Arcadia High School,school,756,,Raider,Dr,,,Arcadia,WI,54612,US,Trempealeau,44.2419557,-91.4871367,,Winding Rivers Library System,WRLS,7,1,1,,,,,1,1,,,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,,"(44.2419557, -91.4871367)",ideal_region_04,starter_region_05
WI0011,Arcadia PL,Arcadia Free Public Library,public_library,730,,Raider,Dr,,Ste 3140,Arcadia,WI,54612,US,Trempealeau,44.2430625,-91.4886875,"6GV6+6G Arcadia, Wisconsin",Winding Rivers Library System,WRLS,7,2,2,2,2,2,2,,,2,3,,,3,2,FALSE,FALSE,FALSE,TRUE,TRUE,,,"(44.2430625, -91.4886875)",ideal_region_04,starter_region_05
WI0031,Black River Falls PL,Black River Falls Public Library,public_library,222,,Fillmore,St,,,Black River Falls,WI,54615,US,Jackson,44.2936601,-90.85046229999999,,Winding Rivers Library System,WRLS,7,4,4,4,4,2,3,,,4,4,,,4,4,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(44.2936601, -90.85046229999999)",ideal_region_04,starter_region_05
WI0376,Blair PL,Blair-Preston Public Library,public_library,122,S,Urberg,Ave,,,Blair,WI,54616,US,Trempealeau,44.2939867,-91.2335031,,Winding Rivers Library System,WRLS,7,2,2,2,2,2,2,,,2,2,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(44.2939867, -91.2335031)",ideal_region_04,starter_region_05
SCH013,Cashton HS,Cashton High School,school,540,,Coe,St,,,Cashton,WI,54619,US,Monroe,43.74055990000001,-90.7798024,,Winding Rivers Library System,WRLS,7,1,1,,,,,1,1,,,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,,"(43.74055990000001, -90.7798024)",ideal_region_04,starter_region_05
WI0416,Cashton PL,Cashton Memorial Library,public_library,720,,Broadway,St,,,Cashton,WI,54619,US,Monroe,43.7445092,-90.7793751,,Winding Rivers Library System,WRLS,7,1,1,1,1,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.7445092, -90.7793751)",ideal_region_04,starter_region_05
SCH014,Cochrane-Fountain City SD,Cochrane - Fountain City School District,school,S2770,,State Road 35,,,,Fountain City,WI,54629,US,Buffalo,44.1915625,-91.7783125,"56RC+JM Fountain City, Wisconsin",Winding Rivers Library System,WRLS,7,1,1,,,,,1,1,,,,,1,1,TRUE,FALSE,FALSE,TRUE,TRUE,,,"(44.1915625, -91.7783125)",ideal_region_04,starter_region_05
WI9019,Coon Valley PL,Knutson Memorial Library,public_library,500,,Central,Ave,,,Coon Valley,WI,54623,US,Vernon,43.7021989,-91.01319199999999,,Winding Rivers Library System,WRLS,7,2,2,1,1,1,2,,,2,3,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.7021989, -91.01319199999999)",ideal_region_04,starter_region_05
WI0081,De Soto PL,De Soto Public Library,public_library,111,S,Houghton,St,,,De Soto,WI,54624,US,Vernon,43.423051,-91.19810799999999,,Winding Rivers Library System,WRLS,7,1,1,,,1,1,,,,,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.423051, -91.19810799999999)",ideal_region_04,starter_region_05
WI0097,Elroy PL,Elroy Public Library,public_library,501,,Second Main,St,,,Elroy,WI,53929,US,Juneau,43.74105429999999,-90.27238489999999,,Winding Rivers Library System,WRLS,7,2,3,1,3,1,3,,,2,3,,,3,2,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.74105429999999, -90.27238489999999)",ideal_region_04,starter_region_05
WI9017,Ettrick PL,Ettrick Public Library,public_library,15570,,School,St,,,Ettrick,WI,54627,US,Trempealeau,44.1676875,-91.2670625,"5P9M+35 Ettrick, Wisconsin",Winding Rivers Library System,WRLS,7,1,1,1,1,1,1,,,1,1,,,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,,,"(44.1676875, -91.2670625)",ideal_region_04,starter_region_05
WI0110,Galesville PL,Galesville Public Library,public_library,16787,S,Main,St,,,Galesville,WI,54630,US,Trempealeau,44.0819062,-91.3493544,,Winding Rivers Library System,WRLS,7,2,3,2,3,1,2,,,2,3,,,3,2,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(44.0819062, -91.3493544)",ideal_region_04,starter_region_05
WI0134,Hillsboro PL,Hillsboro Public Library,public_library,819,,High,Ave,,,Hillsboro,WI,54634,US,Vernon,43.6525785,-90.3414885,,Winding Rivers Library System,WRLS,7,2,3,2,0,2,4,,,3,4,,,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.6525785, -90.3414885)",ideal_region_04,starter_region_05
SCH016,Holmen MS/HS,Holmen Middle / High School,school,1001,,McHugh,Rd,,,Holmen,WI,54636,US,La Crosse,43.9722596,-91.277862,,Winding Rivers Library System,WRLS,7,1,1,,,,,1,1,,,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,,"(43.9722596, -91.277862)",ideal_region_04,starter_region_05
WI0140,Independence PL,Independence Public Library,public_library,23688,,Adams,St,,,Independence,WI,54747,US,Trempealeau,44.3575811,-91.4216897,,Winding Rivers Library System,WRLS,7,1,1,1,1,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(44.3575811, -91.4216897)",ideal_region_04,starter_region_05
WIGOV180,Jackson CI,Jackson Correctional Institution,wi_state_gov,N6500,,Haipek,Rd,,,Black River Falls,WI,54615,US,Jackson,44.30548520000001,-90.79011179999999,,Winding Rivers Library System,WRLS,7,1,1,,,,,1,1,,,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,,"(44.30548520000001, -90.79011179999999)",ideal_region_04,starter_region_05
WI0147,Kendall PL,Kendall Public Library,public_library,110,E,South Railroad,St,,,Kendall,WI,54638,US,Monroe,43.792587,-90.3691163,,Winding Rivers Library System,WRLS,7,1,1,1,0,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.792587, -90.3691163)",ideal_region_04,starter_region_05
SCH017,La Farge HS,La Farge High School,school,301,W,Adams,St,,,La Farge,WI,54639,US,Vernon,43.5791852,-90.6392221,,Winding Rivers Library System,WRLS,7,1,1,,,,,1,1,,,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,,"(43.5791852, -90.6392221)",ideal_region_04,starter_region_05
WI0161,La Farge PL,Lawton Memorial Library,public_library,118,N,Bird,St,,,La Farge,WI,54639,US,Vernon,43.5750109,-90.63731519999999,,Winding Rivers Library System,WRLS,7,2,2,2,2,1,2,,,1,2,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.5750109, -90.63731519999999)",ideal_region_04,starter_region_05
WI0390-002,LaxCo - Bangor Branch,Bangor Branch,public_library,1720,,Henry Johns,Blvd,,,Bangor,WI,54614,US,La Crosse,43.893488,-90.99426869999999,,Winding Rivers Library System,WRLS,7,3,3,3,3,3,3,,,3,3,,,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.893488, -90.99426869999999)",ideal_region_04,starter_region_05
WI0390-003,LaxCo - Campbell Branch,Campbell Branch,public_library,2548,,Lakeshore,Dr,,,La Crosse,WI,54603,US,La Crosse,43.8650351,-91.2693587,,Winding Rivers Library System,WRLS,7,1,2,2,2,1,2,,,2,2,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.8650351, -91.2693587)",ideal_region_04,starter_region_05
WI0390-004,LaxCo - Holmen PL,Holmen Area Branch,public_library,121,W,Legion,St,,,Holmen,WI,54636,US,La Crosse,43.9607276,-91.2578545,,Winding Rivers Library System,WRLS,7,4,8,6,7,4,6,,,4,7,,,7,5,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.9607276, -91.2578545)",ideal_region_04,starter_region_05
WI0390,LaxCo - La Crosse County Library,La Crosse County Library,public_library,121,W,Legion,St,,,Holmen,WI,54636,US,La Crosse,43.9607276,-91.2578545,,Winding Rivers Library System,WRLS,7,1,1,,,,,,,,,,,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,,,"(43.9607276, -91.2578545)",ideal_region_04,starter_region_05
WI0390-005,LaxCo - Onalaska PL,Onalaska Branch,public_library,741,,Oak,Ave,S,,Onalaska,WI,54650,US,La Crosse,43.8766253,-91.2293333,,Winding Rivers Library System,WRLS,7,7,9,11,11,6,8,,,7,11,,,10,8,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.8766253, -91.2293333)",ideal_region_04,starter_region_05
WI0390-006,LaxCo - West Salem PL,West Salem Branch,public_library,201,,Neshonoc,Rd,,,West Salem,WI,54669,US,La Crosse,43.8983365,-91.0726076,,Winding Rivers Library System,WRLS,7,6,7,6,5,5,5,,,6,5,,,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.8983365, -91.0726076)",ideal_region_04,starter_region_05
WI0159,LaxPL - La Crosse PL,La Crosse Public Library,public_library,800,,Main,St,,,La Crosse,WI,54601,US,La Crosse,43.8112152,-91.2446624,,Winding Rivers Library System,WRLS,7,22,26,22,14,18,15,12,13,7,10,,,16,17,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.8112152, -91.2446624)",ideal_region_04,starter_region_05
WI0159-002,LaxPL - North Community Branch,North Community Branch,public_library,1552,,Kane,St,,,La Crosse,WI,54603,US,La Crosse,43.8462427,-91.2407169,,Winding Rivers Library System,WRLS,7,1,1,,,,,,,,,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,,"(43.8462427, -91.2407169)",ideal_region_04,starter_region_05
WI0159-003,LaxPL - South Community Branch,South Community Branch,public_library,1307,,16th,St,S,,La Crosse,WI,54601,US,La Crosse,43.79745519999999,-91.232038,,Winding Rivers Library System,WRLS,7,1,1,,,,,,,,,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,,"(43.79745519999999, -91.232038)",ideal_region_04,starter_region_05
WI0185,Mauston PL,Hatch Public Library,public_library,111,W,State,St,,,Mauston,WI,53948,US,Juneau,43.7979195,-90.07708570000001,,Winding Rivers Library System,WRLS,7,5,5,4,4,3,4,,,4,5,,,5,4,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.7979195, -90.07708570000001)",ideal_region_04,starter_region_05
SCH018,Melrose-Mindoro SD,Melrose-Mindoro School District,school,N181,,State Road 108,,,,Melrose,WI,54642,US,Jackson,44.07443749999999,-91.0203125,"3XFH+QV Melrose, Wisconsin",Winding Rivers Library System,WRLS,7,1,1,,,,,1,1,,,,,1,1,TRUE,FALSE,FALSE,TRUE,TRUE,,,"(44.07443749999999, -91.0203125)",ideal_region_04,starter_region_05
WI0202,Mondovi PL,Mondovi Public Library,public_library,146,W,Hudson,St,,,Mondovi,WI,54755,US,Buffalo,44.5668871,-91.67178580000001,,Winding Rivers Library System,WRLS,7,2,3,2,2,2,3,,,2,3,,,3,2,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(44.5668871, -91.67178580000001)",ideal_region_04,starter_region_05
WI0213,Necedah PL,Necedah Community-Siegler Memorial Library,public_library,217,,Oak Grove,Dr,,,Necedah,WI,54646,US,Juneau,44.0217844,-90.07975040000001,,Winding Rivers Library System,WRLS,7,2,3,2,2,2,3,,,2,4,,,3,2,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(44.0217844, -90.07975040000001)",ideal_region_04,starter_region_05
WIGOV220,New Lisbon CI,New Lisbon Correctional Institute,wi_state_gov,2000,,Progress,Rd,,,New Lisbon,WI,53950,US,Juneau,43.8810505,-90.1315838,,Winding Rivers Library System,WRLS,7,1,1,,,,,,,,,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,,"(43.8810505, -90.1315838)",ideal_region_04,starter_region_05
WI0221,New Lisbon PL,New Lisbon Memorial Library,public_library,115,W,Park,St,,,New Lisbon,WI,53950,US,Juneau,43.8770873,-90.1670929,,Winding Rivers Library System,WRLS,7,2,2,2,2,1,2,,,2,2,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.8770873, -90.1670929)",ideal_region_04,starter_region_05
WI0419,Norwalk PL,Norwalk Public Library,public_library,101,,Railroad,St,,,Norwalk,WI,54648,US,Monroe,43.8331997,-90.6220079,,Winding Rivers Library System,WRLS,7,1,1,1,1,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.8331997, -90.6220079)",ideal_region_04,starter_region_05
WI0234,Ontario PL,Ontario Public Library,public_library,313,,Main,St,,,Ontario,WI,54651,US,Vernon,43.7239229,-90.5914794,,Winding Rivers Library System,WRLS,7,2,2,2,2,2,2,,,2,2,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.7239229, -90.5914794)",ideal_region_04,starter_region_05
WI0240,Osseo PL,Hauge Memorial Library,public_library,50655,,Charles,St,,,Osseo,WI,54758,US,Trempealeau,44.5781187,-91.2231355,,Winding Rivers Library System,WRLS,7,1,1,1,1,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(44.5781187, -91.2231355)",ideal_region_04,starter_region_05
WI0410,Readstown PL,Readstown Public Library,public_library,129,W,Wisconsin,Ave,,,Readstown,WI,54652,US,Vernon,43.4508608,-90.7605225,,Winding Rivers Library System,WRLS,7,1,0,,,1,0,,,,,,,0,1,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.4508608, -90.7605225)",ideal_region_04,starter_region_05
WI0302,Sparta PL,Sparta Free Library,public_library,124,W,Main,St,,,Sparta,WI,54656,US,Monroe,43.944715,-90.8120304,,Winding Rivers Library System,WRLS,7,3,6,4,4,3,4,,,5,6,,,5,4,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.944715, -90.8120304)",ideal_region_04,starter_region_05
WI0311,Strum PL,Strum Public Library,public_library,114,,5th,Ave,S,,Strum,WI,54770,US,Trempealeau,44.5503789,-91.3922656,,Winding Rivers Library System,WRLS,7,1,2,1,2,1,2,,,2,2,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(44.5503789, -91.3922656)",ideal_region_04,starter_region_05
WI9018,Taylor PL,Taylor Memorial Library,public_library,420,,2nd,St,,,Taylor,WI,54659,US,Jackson,44.3213582,-91.1203876,,Winding Rivers Library System,WRLS,7,1,1,1,0,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(44.3213582, -91.1203876)",ideal_region_04,starter_region_05
