LIBID,stop_short_name,stop_full_name,stop_type,address_number,address_street_dir_prefix,address_street,address_street_suffix,address_street_dir_suffix,address_street_unit,address_city,address_state,address_zip,address_country,county,latitude,longitude,pluscode,current_delivery_sys,current_delivery_sys_code,service_time_mins,m_do,m_pu,t_do,t_pu,w_do,w_pu,r_do,r_pu,f_do,f_pu,s_do,s_pu,avg_pickup,avg_dropoff,volume_data_missing,redundant_address,address_verified_01,address_verified_02,geoloc_verified_01,ideal_regional_hub,starter_regional_hub
WI0282,Rock Springs PL,Rock Springs Public Library,public_library,299,W,Broadway,St,,,Rock Springs,WI,53961,US,Sauk,,,,South Central Library System,SCLS,7,1,1,1,1,1,1,1,1,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI9024,Rome PL,Lester Public Library of Rome,public_library,1157,,Rome Center,Dr,,,Nekoosa,WI,54457,US,Adams,,,,South Central Library System,SCLS,7,1,1,2,2,2,2,2,1,2,2,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
SCH020,Rosholt SD,Rosholt School District,school,346,W,Randolph,St,,,Rosholt,WI,54473,US,Portage,,,"JMHP+R9 Rosholt, Wisconsin",South Central Library System,SCLS,7,1,1,,,,,,,,,,,1,1,TRUE,FALSE,FALSE,TRUE,TRUE,,
WI0285,Sauk City PL,George Culver Community Library,public_library,615,,Phillips,Blvd,,,Sauk City,WI,53583,US,Sauk,,,,South Central Library System,SCLS,7,9,10,7,11,6,6,8,7,6,6,,,8,8,FALSE,FALSE,TRUE,TRUE,TRUE,,
UWMAD240,Social Work Library,UW-Madison / Social Work Library,uw_madison,1350,,University,Ave,,,Madison,WI,53706,US,Dane,,,,South Central Library System,SCLS,7,1,1,1,1,2,1,1,0,1,1,,,1,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI2200,South Central LS,South Central Library System,library_system,1601,,Gilson,St,,,Madison,WI,53718,US,Dane,,,,South Central Library System,SCLS,7,0,0,,,,,,,,,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
UWMAD250,Space Science Library,UW-Madison / Space Science Library,uw_madison,1225,W,Dayton,St,,,Madison,WI,53706,US,Dane,,,,South Central Library System,SCLS,7,,,0,1,,,1,1,,,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0304,Spring Green PL,Spring Green Community Library,public_library,230,E,Monroe,St,,,Spring Green,WI,53588,US,Sauk,,,,South Central Library System,SCLS,7,6,7,6,4,5,6,9,5,4,4,,,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,,
ACAD0190,St. Norbert College,St. Norbert College,private_academic,310,,College,Ave,,,De Pere,WI,54115,US,Brown,,,,South Central Library System,SCLS,7,1,1,1,1,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
UWMAD260,Steenbock Library,UW-Madison / Steenbock Library,uw_madison,550,,Babcock,Dr,,,Madison,WI,53706,US,Dane,,,,South Central Library System,SCLS,7,2,1,2,2,1,2,1,1,2,1,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0310,Stoughton PL,Stoughton Public Library,public_library,304,S,4th,St,,,Stoughton,WI,53589,US,Dane,,,,South Central Library System,SCLS,7,7,20,15,12,15,12,14,10,11,9,12,8,12,13,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0314,Sun Prairie PL,Sun Prairie Public Library,public_library,1350,,Linnerud,Dr,,,Sun Prairie,WI,53590,US,Dane,,,,South Central Library System,SCLS,7,11,22,27,22,23,18,19,15,18,19,17,14,19,20,FALSE,FALSE,TRUE,TRUE,TRUE,,
UWSYS110,UW-Baraboo,UW-Baraboo,uw_system,1006,,Connie,Rd,,,Baraboo,WI,53913,US,Sauk,,,,South Central Library System,SCLS,7,1,1,1,1,0,1,1,1,,,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
UWSYS120,UW-Barron,UW-Barron,uw_system,1800,,College,Dr,,,Rice Lake,WI,54868,US,Barron,,,"F7M3+89 Rice Lake, Wisconsin",South Central Library System,SCLS,7,1,0,1,1,1,1,,1,1,1,,,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,,
UWSYS130,UW-Eau Claire,UW-Eau Claire,uw_system,103,,Garfield,Ave,,,Eau Claire,WI,54701,US,Eau Claire,,,"QFXX+76 Eau Claire, Wisconsin",South Central Library System,SCLS,7,2,2,2,2,,,3,2,2,1,,,2,3,FALSE,FALSE,FALSE,TRUE,TRUE,,
ARC200,UW-Eau Claire ARC,UW-Eau Claire ARC,ARC,103,,Garfield,Ave,,,Eau Claire,WI,54701,US,Eau Claire,,,"QFXX+76 Eau Claire, Wisconsin",South Central Library System,SCLS,7,0,0,0,0,0,0,1,0,0,2,,,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,,
UWSYS140,UW-Fond du Lac,UW-Fond du Lac,uw_system,400,,University,Dr,,,Fond du Lac,WI,54935,US,Fond du Lac,,,"QHRP+3J Fond du Lac, Wisconsin",South Central Library System,SCLS,7,1,0,1,1,1,1,,,1,1,,,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,,
UWSYS150,UW-Fox Cities,UW-Fox Cities,uw_system,1478,,Midway,Rd,,,Menasha,WI,54952,US,Winnebago,,,,South Central Library System,SCLS,7,1,1,4,4,1,1,,,1,1,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
UWSYS160,UW-Green Bay,UW-Green Bay,uw_system,2420,,Nicolet,Dr,,,Green Bay,WI,54311,US,Brown,,,"G3JH+GF Green Bay, Wisconsin",South Central Library System,SCLS,7,1,1,1,1,1,1,,,2,1,,,1,2,FALSE,FALSE,FALSE,TRUE,TRUE,,
ARC210,UW-Green Bay ARC,UW-Green Bay ARC,ARC,2420,,Nicolet,Dr,,,Green Bay,WI,54311,US,Brown,,,"G3JH+GF Green Bay, Wisconsin",South Central Library System,SCLS,7,0,0,0,0,0,4,0,0,2,1,,,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,,
UWSYS170,UW-La Crosse,UW-La Crosse,uw_system,1631,,Pine,St,,,La Crosse,WI,54601,US,La Crosse,,,,South Central Library System,SCLS,7,1,2,1,1,,,3,3,2,2,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
ARC220,UW-La Crosse ARC,UW-La Crosse ARC,ARC,1631,,Pine,St,,,La Crosse,WI,54601,US,La Crosse,,,,South Central Library System,SCLS,7,0,0,1,0,0,0,0,2,0,0,,,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,,
UWMAD300,UW-Madison ILL,UW-Madison / UW-Madison Interlibrary Loan,uw_madison,728,,State,St,,,Madison,WI,53706,US,Dane,,,"3JG2+5V Madison, Wisconsin",South Central Library System,SCLS,7,6,5,4,6,3,4,2,3,4,3,,,5,4,FALSE,TRUE,FALSE,TRUE,TRUE,,
UWSYS180,UW-Manitowoc,UW-Manitowoc,uw_system,705,,Viebahn,St,,,Manitowoc,WI,54220,US,Manitowoc,,,"388V+6G Manitowoc, Wisconsin",South Central Library System,SCLS,7,1,1,1,1,1,1,,,1,1,,,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,,
UWSYS190,UW-Marinette,UW-Marinette,uw_system,750,W,Bay Shore,St,,,Marinette,WI,54143,US,Marinette,,,,South Central Library System,SCLS,7,1,0,1,1,2,1,,1,2,1,,,1,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
UWSYS200,UW-Marshfield,UW-Marshfield,uw_system,2000,W,5th,St,,,Marshfield,WI,54449,US,Wood,,,,South Central Library System,SCLS,7,1,1,1,1,1,1,1,1,,,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
UWSYS210,UW-Milwaukee,UW-Milwaukee,uw_system,2311,E,Hartford,Ave,,,Milwaukee,WI,53211,US,Milwaukee,,,,South Central Library System,SCLS,7,4,3,,,8,6,3,5,3,4,,,5,5,FALSE,FALSE,TRUE,TRUE,TRUE,,
ARC230,UW-Milwaukee ARC,UW-Milwaukee ARC,ARC,2311,E,Hartford,Ave,,,Milwaukee,WI,53211,US,Milwaukee,,,,South Central Library System,SCLS,7,0,0,0,0,2,4,0,2,0,8,,,3,1,FALSE,TRUE,TRUE,TRUE,TRUE,,
UWSYS220,UW-Oshkosh,UW-Oshkosh,uw_system,801,,Elmwood,Ave,,,Oshkosh,WI,54901,US,Winnebago,,,"2FG2+G5 Oshkosh, Wisconsin",South Central Library System,SCLS,7,2,2,2,2,1,1,,,3,2,,,2,2,FALSE,FALSE,FALSE,TRUE,TRUE,,
ARC240,UW-Oshkosh ARC,UW-Oshkosh ARC,ARC,801,,Elmwood,Ave,,,Oshkosh,WI,54901,US,Winnebago,,,"2FG2+G5 Oshkosh, Wisconsin",South Central Library System,SCLS,7,0,1,0,0,0,0,0,0,2,0,,,1,1,FALSE,TRUE,FALSE,TRUE,TRUE,,
UWSYS230,UW-Parkside,UW-Parkside,uw_system,900,,Wood,Rd,,,Kenosha,WI,53141,US,Kenosha,,,"J4WV+5X Kenosha, Wisconsin",South Central Library System,SCLS,7,1,1,,,1,1,1,1,1,1,,,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,,
ARC250,UW-Parkside ARC,UW-Parkside ARC,ARC,900,,Wood,Rd,,,Kenosha,WI,53141,US,Kenosha,,,"J4WV+5X Kenosha, Wisconsin",South Central Library System,SCLS,7,0,0,0,0,0,1,0,0,0,0,,,1,0,FALSE,TRUE,FALSE,TRUE,TRUE,,
UWSYS240,UW-Platteville,UW-Platteville,uw_system,1,,University,Plaza,,,Platteville,WI,53818,US,Grant,,,"PGM7+9G Platteville, Wisconsin",South Central Library System,SCLS,7,1,1,1,1,,,1,1,1,1,,,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,,
ARC260,UW-Platteville ARC,UW-Platteville ARC,ARC,1,,University,Plaza,,,Platteville,WI,53818,US,Grant,,,"PGM8+X3 Platteville, Wisconsin",South Central Library System,SCLS,7,0,0,0,0,0,0,1,0,0,0,,,0,1,FALSE,TRUE,FALSE,TRUE,TRUE,,
UWSYS250,UW-Richland,UW-Richland,uw_system,1200,,US-14,,,,Richland Center,WI,53581,US,Richland,,,"8JW2+94 Richland Center, Wisconsin",South Central Library System,SCLS,7,2,1,1,1,,,0,1,1,1,,,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,,
UWSYS260,UW-River Falls,UW-River Falls,uw_system,330,E,Cascade,Ave,,,River Falls,WI,54022,US,Pierce,,,,South Central Library System,SCLS,7,1,1,1,1,,,1,1,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
ARC270,UW-River Falls ARC,UW-River Falls ARC,ARC,330,E,Cascade,Ave,,,River Falls,WI,54022,US,Pierce,,,,South Central Library System,SCLS,7,0,0,0,0,0,0,0,0,0,0,,,0,0,FALSE,TRUE,TRUE,TRUE,TRUE,,
UWSYS270,UW-Rock County,UW-Rock County,uw_system,2909,,Kellogg,Ave,,,Janesville,WI,53546,US,Rock,,,,South Central Library System,SCLS,7,2,1,,,1,1,1,1,,,,,1,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
UWSYS280,UW-Sheboygan,UW-Sheboygan,uw_system,1,,University,Dr,,,Sheboygan,WI,53081,US,Sheboygan,,,"P6PW+V3 Sheboygan, Wisconsin",South Central Library System,SCLS,7,1,1,1,1,1,1,,,1,1,,,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,,
UWSYS290,UW-Stevens Point,UW-Stevens Point,uw_system,900,,Reserve,St,,,Stevens Point,WI,54481,US,Portage,,,,South Central Library System,SCLS,7,1,2,1,3,1,0,,,3,4,,,3,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
ARC280,UW-Stevens Point ARC,UW-Stevens Point ARC,ARC,900,,Reserve,St,,,Stevens Point,WI,54481,US,Portage,,,,South Central Library System,SCLS,7,0,0,0,0,0,0,0,0,0,0,,,0,0,FALSE,TRUE,TRUE,TRUE,TRUE,,
UWSYS300,UW-Stout,UW-Stout,uw_system,315,,10th,Ave,,,Menomonie,WI,54751,US,Dunn,,,,South Central Library System,SCLS,7,1,1,1,1,,,1,1,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
ARC290,UW-Stout ARC,UW-Stout ARC,ARC,315,,10th,Ave,,,Menomonie,WI,54751,US,Dunn,,,,South Central Library System,SCLS,7,0,0,0,0,0,0,0,0,0,0,,,0,0,FALSE,TRUE,TRUE,TRUE,TRUE,,
UWSYS310,UW-Superior,UW-Superior,uw_system,907,N,19th,St,,,Superior,WI,54880,US,Douglas,,,,South Central Library System,SCLS,7,1,1,,1,2,1,1,0,1,1,,,1,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
ARC300,UW-Superior ARC,UW-Superior ARC,ARC,907,N,19th,St,,,Superior,WI,54880,US,Douglas,,,,South Central Library System,SCLS,7,0,0,0,0,0,0,0,0,0,0,,,0,0,FALSE,TRUE,TRUE,TRUE,TRUE,,
UWSYS320,UW-Washington Co,UW-Washington County,uw_system,400,,University,Dr,,,West Bend,WI,53095,US,Washington,,,,South Central Library System,SCLS,7,1,0,1,1,,1,1,1,1,0,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
UWSYS330,UW-Waukesha,UW-Waukesha,uw_system,1500,N,University,Dr,,,Waukesha,WI,53118,US,Waukesha,,,,South Central Library System,SCLS,7,1,0,,,1,1,1,1,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
UWSYS340,UW-Wausau,UW-Wausau,uw_system,518,S,7th,Ave,,,Wausau,WI,54401,US,Marathon,,,"X954+85 Wausau, Wisconsin",South Central Library System,SCLS,7,1,0,1,1,1,1,,1,1,1,,,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,,
UWSYS350,UW-Whitewater,UW-Whitewater,uw_system,750,W,Main,St,,,Whitewater,WI,53190,US,Walworth,,,"R7P5+52 Whitewater, Wisconsin",South Central Library System,SCLS,7,1,1,,,2,2,1,1,1,1,,,2,2,FALSE,FALSE,FALSE,TRUE,TRUE,,
ARC310,UW-Whitewater ARC,UW-Whitewater ARC,ARC,750,W,Main,St,,,Whitewater,WI,53190,US,Walworth,,,"R7P5+52 Whitewater, Wisconsin",South Central Library System,SCLS,7,0,0,0,0,0,2,0,0,0,0,,,1,0,FALSE,TRUE,FALSE,TRUE,TRUE,,
WI0327,Verona PL,Verona Public Library,public_library,500,,Silent,St,,,Verona,WI,53593,US,Dane,,,,South Central Library System,SCLS,7,11,15,28,26,25,20,22,17,17,18,17,14,19,20,FALSE,FALSE,TRUE,TRUE,TRUE,,
UWMAD280,Verona Shelving Facility,UW-Madison / Verona Shelving Facility,uw_madison,1061,,Thousand Oaks,Trl,,,Verona,WI,53593,US,Dane,,,,South Central Library System,SCLS,7,1,1,1,1,1,1,1,1,1,1,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,
WI0328,Vesper PL,Lester Public Library of Vesper,public_library,6550,,Virginia,St,,,Vesper,WI,54489,US,Wood,,,,South Central Library System,SCLS,7,1,1,,,1,2,,,1,1,,,2,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
ACAD0210,Viterbo University,Viterbo University,private_academic,900,,Viterbo,Dr,,,La Crosse,WI,54601,US,La Crosse,,,"RQ34+49 La Crosse, Wisconsin",South Central Library System,SCLS,7,,,1,0,,,,,1,1,,,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,,
WI0338,Waunakee PL,Waunakee Public Library,public_library,201,N,Madison,St,,,Waunakee,WI,53597,US,Dane,,,,South Central Library System,SCLS,7,5,8,14,14,12,11,10,9,10,10,9,7,10,10,FALSE,FALSE,TRUE,TRUE,TRUE,,
WIGOV280,WHS,Wisconsin Historical Society,wi_state_gov,816,,State,St,,,Madison,WI,53706,US,Dane,,,,South Central Library System,SCLS,7,2,1,2,1,4,1,1,1,2,1,,,1,3,FALSE,FALSE,TRUE,TRUE,TRUE,,
ARC100,WHS ARC,Wisconsin Historical Society ARC,ARC,816,,State,St,,,Madison,WI,53706,US,Dane,,,,South Central Library System,SCLS,7,0,0,0,2,0,2,10,3,4,9,10,,4,4,FALSE,TRUE,TRUE,TRUE,TRUE,,
UWMAD290,WI Water Library,UW-Madison / Wisconsin's Water Library,uw_madison,1975,,Willow,Dr,,,Madison,WI,53706,US,Dane,,,,South Central Library System,SCLS,7,0,1,,,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0359,Wisconsin Dells PL,Kilbourn Public Library,public_library,620,,Elm,St,,,Wisconsin Dells,WI,53965,US,Columbia,,,,South Central Library System,SCLS,7,5,5,6,7,5,5,5,5,4,5,,,6,5,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0359-003,Wisconsin Dells PL - BKM,Kilbourn Public Library Bookmobile,outreach_service,620,,Elm,St,,,Wisconsin Dells,WI,53965,US,Columbia,,,,South Central Library System,SCLS,7,1,1,,,,,,,,,,,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,,
WI0360,Wisconsin Rapids PL,McMillan Memorial Library,public_library,490,E,Grand,Ave,,,Wisconsin Rapids,WI,54494,US,Wood,,,,South Central Library System,SCLS,7,9,17,16,14,11,14,10,11,11,11,,,14,12,FALSE,FALSE,TRUE,TRUE,TRUE,,
WIGOV310,Wisconsin State Law Library,Wisconsin State Law Library,wi_state_gov,120,,Martin Luther King Jr,Blvd,,,Madison,WI,53703,US,Dane,,,,South Central Library System,SCLS,7,1,1,,,,,,,,,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,
WIGOV320,WMHI,Winnebago Mental Health Institute,wi_state_gov,1300,,South,Dr,,,Oshkosh,WI,54901,US,Winnebago,,,,South Central Library System,SCLS,7,,,1,0,,,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WIGOV330,WRC,Wisconsin Resource Center,wi_state_gov,1505,,North,Dr,,,Oshkosh,WI,54901,US,Winnebago,,,"3FGM+MH Oshkosh, Wisconsin",South Central Library System,SCLS,7,,,1,0,,,,,1,1,,,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,,
WI0422,Wyocena PL,Wyocena Public Library,public_library,165,E,Dodge,St,,,Wyocena,WI,53969,US,Columbia,,,,South Central Library System,SCLS,7,2,2,2,2,1,2,1,1,,,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0012,Argyle PL,Argyle Public Library,public_library,401,E,Milwaukee,,,,Argyle,WI,53504,US,Lafayette,,,,Southwest Wisconsin Library System,SWLS,7,1,1,,,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0019,Barneveld PL,Barneveld Public Library,public_library,107,W,Orbison,St,,,Barneveld,WI,53507,US,Iowa,,,,Southwest Wisconsin Library System,SWLS,7,1,1,,,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0024,Belmont PL,John Turgeson Public Library,public_library,220,S,Mound,Ave,,,Belmont,WI,53510,US,Lafayette,,,,Southwest Wisconsin Library System,SWLS,7,1,1,,,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0026,Benton PL,Benton Public Library,public_library,48,W,Main,St,,,Benton,WI,53803,US,Lafayette,,,,Southwest Wisconsin Library System,SWLS,7,1,1,,,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0033,Blanchardville PL,Blanchardville Public Library,public_library,208,,Mason,St,,,Blanchardville,WI,53516,US,Lafayette,,,,Southwest Wisconsin Library System,SWLS,7,1,1,,,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0035,Bloomington PL,Bloomington Public Library,public_library,451,,Canal,St,,,Bloomington,WI,53804,US,Grant,,,"V3MF+8R Bloomington, Wisconsin",Southwest Wisconsin Library System,SWLS,7,1,1,,,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0036,Boscobel PL,Hildebrand Memorial Library,public_library,1033,,Wisconsin,Ave,,,Boscobel,WI,53805,US,Grant,,,,Southwest Wisconsin Library System,SWLS,7,2,2,,,2,2,,,2,3,,,3,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0053,Cassville PL,Eckstein Memorial Library,public_library,1034,E,Dewey,St,,,Cassville,WI,53806,US,Grant,,,,Southwest Wisconsin Library System,SWLS,7,1,1,,,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0063,Cobb PL,Cobb Public Library,public_library,109,S,Mifflin,St,,,Cobb,WI,53526,US,Iowa,,,,Southwest Wisconsin Library System,SWLS,7,1,1,,,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0070,Cuba City PL,Cuba City Public Library,public_library,108,N,Main,St,,,Cuba City,WI,53807,US,Grant,,,,Southwest Wisconsin Library System,SWLS,7,2,2,,,2,2,,,2,2,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0075,Darlington PL,Johnson Public Library,public_library,131,E,Catherine,St,,,Darlington,WI,53530,US,Lafayette,,,,Southwest Wisconsin Library System,SWLS,7,1,2,,,2,2,,,2,3,,,3,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0423,Dickeyville PL,Brickl Memorial Library,public_library,500,,East,Ave,,,Dickeyville,WI,53808,US,Grant,,,,Southwest Wisconsin Library System,SWLS,7,1,1,,,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0380,Dodgeville PL,Dodgeville Public Library,public_library,139,S,Iowa,St,,,Dodgeville,WI,53533,US,Iowa,,,,Southwest Wisconsin Library System,SWLS,7,3,3,,,3,3,,,3,2,,,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0102,Fennimore PL,Dwight T. Parker Public Library,public_library,925,,Lincoln,Ave,,,Fennimore,WI,53809,US,Grant,,,,Southwest Wisconsin Library System,SWLS,7,1,1,,,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0111,Gays Mills PL,Gays Mills Public Library,public_library,16381,,WI 131,,,Ste 2,Gays Mills,WI,54631,US,Crawford,,,,Southwest Wisconsin Library System,SWLS,7,1,1,,,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0297-003,Gratiot PL,Gratiot Annex Library Branch,public_library,5895,,Main,St,,,Gratiot,WI,53541,US,Lafayette,,,,Southwest Wisconsin Library System,SWLS,7,1,1,,,1,1,,,,,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0133,Hazel Green PL,Hazel Green Public Library,public_library,1610,,Fairplay,,,,Hazel Green,WI,53811,US,Grant,,,,Southwest Wisconsin Library System,SWLS,7,1,1,,,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0165,Lancaster PL,Schreiner Memorial Library,public_library,113,W,Elm,St,,,Lancaster,WI,53813,US,Grant,,,,Southwest Wisconsin Library System,SWLS,7,4,3,,,4,3,,,5,5,,,4,5,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0170,Livingston PL,Allen-Dietzman Public Library,public_library,220,W,Barber,Ave,,,Livingston,WI,53554,US,Grant,,,,Southwest Wisconsin Library System,SWLS,7,1,1,,,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0173,Lone Rock PL,Lone Rock Community Library,public_library,234,N,Broadway,,,,Lone Rock,WI,53556,US,Richland,,,,Southwest Wisconsin Library System,SWLS,7,1,1,,,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0200,Mineral Point PL,Mineral Point Public Library,public_library,137,,High,St,,Ste 2,Mineral Point,WI,53565,US,Iowa,,,,Southwest Wisconsin Library System,SWLS,7,2,2,,,2,1,,,1,1,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0206,Montfort PL,Montfort Public Library,public_library,102,E,Park,St,,,Montfort,WI,53569,US,Grant,,,,Southwest Wisconsin Library System,SWLS,7,1,1,,,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0211,Muscoda PL,Muscoda Public Library,public_library,400,N,Wisconsin,Ave,,,Muscoda,WI,53573,US,Grant,,,,Southwest Wisconsin Library System,SWLS,7,1,1,,,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0255,Platteville PL,Platteville Public Library,public_library,225,W,Main,St,,,Platteville,WI,53818,US,Grant,,,,Southwest Wisconsin Library System,SWLS,7,5,5,,,5,5,,,5,4,,,5,5,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0165-003,Potosi PL,Potosi Branch,public_library,103,N,Main,St,,,Potosi,WI,53820,US,Grant,,,,Southwest Wisconsin Library System,SWLS,7,2,2,,,2,2,,,2,2,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0262,Prairie du Chien PL,Prairie du Chien Memorial Library,public_library,125,S,Wacouta,Ave,,,Prairie du Chien,WI,53821,US,Crawford,,,,Southwest Wisconsin Library System,SWLS,7,2,2,,,2,2,,,2,2,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0276,Richland Center PL,Brewer Public Library,public_library,325,N,Central,Ave,,,Richland Center,WI,53581,US,Richland,,,,Southwest Wisconsin Library System,SWLS,7,3,3,,,3,3,,,4,3,,,3,4,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0297,Shullsburg PL,McCoy Public Library,public_library,190,N,Judgement,St,,,Shullsburg,WI,53586,US,Lafayette,,,,Southwest Wisconsin Library System,SWLS,7,2,1,,,1,1,,,1,1,,,1,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0299,Soldiers Grove PL,Soldiers Grove Public Library,public_library,102,,Passive Sun,Dr,,,Soldiers Grove,WI,54655,US,Crawford,,,,Southwest Wisconsin Library System,SWLS,7,1,0,,,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WITC230,Southwest WI TC,Southwest Wisconsin Technical College,wi_tech_college,1800,,Bronson,Blvd,,,Fennimore,WI,53809,US,Grant,,,,Southwest Wisconsin Library System,SWLS,7,1,1,,,,,,,,,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,
WI2300,Southwest Wisconsin LS,Southwest Wisconsin Library System,library_system,1300,,Industrial,Dr,,Ste 2,Fennimore,WI,53809,US,Grant,,,,Southwest Wisconsin Library System,SWLS,7,3,6,2,2,,,4,4,2,1,,,4,3,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0329,Viola PL,Viola Public Library,public_library,137,S,Main,St,,,Viola,WI,54664,US,Richland,,,,Southwest Wisconsin Library System,SWLS,7,1,1,,,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
ACAD0010,Alverno College,Alverno College,private_academic,3401,S,39th,St,,,Milwaukee,WI,53234,US,Milwaukee,,,,SWITCH Delivery,SWITCH,7,1,1,1,1,1,1,1,1,1,1,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,
ACAD0030,Cardinal Stritch University,Cardinal Stritch University,private_academic,6801,N,Yates,Rd,,,Milwaukee,WI,53217,US,Milwaukee,,,"43QR+X9 Milwaukee, Wisconsin",SWITCH Delivery,SWITCH,7,1,1,1,1,1,1,1,1,1,1,,,1,1,TRUE,FALSE,FALSE,TRUE,TRUE,,
ACAD0060,Concordia University,Concordia University,private_academic,12800,N,Lake Shore,Dr,,,Mequon,WI,53097,US,Ozaukee,,,,SWITCH Delivery,SWITCH,7,1,1,1,1,1,1,1,1,1,1,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,
